r-value,Independent Value (X),Dependent Value (Y),Equation
0.7216997782261776,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Coefficient of human inequality,Y = -0.0005073583469970394 * X + 28.035573421669202
0.7216997782261776,2015 Coefficient of human inequality,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -1026.593083516874 * X + 35793.90288220439
0.721508267503296,Gender Inequality,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 848.168043296625 * X + -153.10752757071901
0.7215082675032959,Maternal mortality ratio (deaths per 100000 live births) 2015,Gender Inequality,Y = 0.0006137630204178184 * X + 0.2663871335962742
0.7192475810876535,2015 Inequality in education (%),2015 Inequality-adjusted income index (Value),Y = -0.008357214270854835 * X + 0.6811026129056549
0.7192475810876534,2015 Inequality-adjusted income index (Value),2015 Inequality in education (%),Y = -61.90066045147891 * X + 51.880728817180454
0.7181098574775091,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Expected years of schooling (Years),Y = -0.009190396705191515 * X + 14.468979325615415
0.7181098574775091,2015 Expected years of schooling (Years),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -56.11093666011914 * X + 892.706076809752
0.7170088207896308,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -998.9504479175379 * X + 35652.217105592266
0.7170088207896308,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.0005146417924551301 * X + 28.570649930595323
0.7160717763189631,Population with at least some secondary education (Female) 2005-2015,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -5.251391595135258 * X + 462.39586210183273
0.7160717763189631,Maternal mortality ratio (deaths per 100000 live births) 2015,Population with at least some secondary education (Female) 2005-2015,Y = -0.09764245906087093 * X + 74.09250488094085
0.7091649344964476,2015 Coefficient of human inequality,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 2.8590666145324977 * X + -7.726498086666141
0.7091649344964475,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Coefficient of human inequality,Y = 0.175901779190124 * X + 11.603995662789078
0.7041457957932175,Population with at least some secondary education (Female) 2005-2015,2015 Life expectancy at birth (Years),Y = 0.19159220580684916 * X + 60.603528669062364
0.7041457957932175,2015 Life expectancy at birth (Years),Population with at least some secondary education (Female) 2005-2015,Y = 2.587899124837669 * X + -126.78120077051693
0.7028952386482984,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality-adjusted income index (Value),Y = -0.002885341482504396 * X + 0.6591547815789986
0.7028952386482983,2015 Inequality-adjusted income index (Value),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -171.23162700507012 * X + 138.8307159275521
0.7004681465556588,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 0.17739185874413452 * X + 11.956182384431106
0.7004681465556588,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 2.765942179155073 * X + -6.992351753243981
0.6960312000953244, 2015 Inequality-adjusted education index (Value),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -125.67546093562542 * X + 117.3118769432307
0.6960312000953243,Adolescent birth rate (births per 1000 women ages 15�19) 2015, 2015 Inequality-adjusted education index (Value),Y = -0.00385484507396628 * X + 0.7236791316964223
0.6929125924243382,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality in education (%),Y = 0.04294697617970705 * X + 12.668227431836266
0.6929125924243381,2015 Inequality in education (%),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 11.17954984144106 * X + -49.905727203951656
0.6914454689801486,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Mean years of schooling (Year),Y = -0.05394130086505901 * X + 10.901573970859625
0.6914454689801486,2015 Mean years of schooling (Year),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -8.863279693035159 * X + 121.6046083751149
0.6843685279077605,2015 Inequality in education (%),2015 Life expectancy at birth (Years),Y = -0.4006401115882635 * X + 78.85533086090098
0.6843685279077604,2015 Life expectancy at birth (Years),2015 Inequality in education (%),Y = -1.1690299309620102 * X + 102.9196630069186
0.6840809283332192,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality-adjusted income index (Value),Y = -0.0004897766924962618 * X + 0.5971161376304055
0.6840809283332192,2015 Inequality-adjusted income index (Value),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -955.4695510807934 * X + 663.9728920644759
0.6822740800074838,Population with at least some secondary education (Male) 2005-2015,2015 Life expectancy at birth (Years),Y = 0.20531182935716683 * X + 58.97703610074148
0.6822740800074837,2015 Life expectancy at birth (Years),Population with at least some secondary education (Male) 2005-2015,Y = 2.2672727709237632 * X + -99.7495848505827
0.6788504021141775,Population with at least some secondary education (Male) 2005-2015,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -5.499670166502752 * X + 499.22815114302114
0.6788504021141775,Maternal mortality ratio (deaths per 100000 live births) 2015,Population with at least some secondary education (Male) 2005-2015,Y = -0.08379372844165094 * X + 76.02444400026155
0.6781283645656464,Population with at least some secondary education (Male) 2005-2015,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -0.9740916769525628 * X + 107.37058943388526
0.6781283645656463,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Population with at least some secondary education (Male) 2005-2015,Y = -0.4720891161570529 * X + 84.98049682177752
0.675096844367314,Population with at least some secondary education (Female) 2005-2015,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -0.8769104594006414 * X + 97.73488035021866
0.675096844367314,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Population with at least some secondary education (Female) 2005-2015,Y = -0.5197289465405733 * X + 83.1969927043497
0.6708780579976547,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Expected years of schooling (Years),Y = -0.04932801740873072 * X + 15.322835534908714
0.6708780579976547,2015 Expected years of schooling (Years),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -9.124173083490696 * X + 166.13026532262256
0.6611918904521031,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Inequality-adjusted life expectancy index Value,Y = 6.721550268111744e-06 * X + 0.55476292244508
0.661191890452103,2015 Inequality-adjusted life expectancy index Value,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 65040.756754235714 * X + -26592.120231073084
0.641259699958997,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Gini coefficient,Y = 0.520261529869164 * X + 27.9368910636604
0.6412596999589969,Gini coefficient,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 0.7903986345000643 * X + -9.7730168520253
0.6398479880305715,2015 Inequality in education (%),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -628.1404191379975 * X + 26985.202577593554
0.6398479880305714,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Inequality in education (%),Y = -0.0006517737679555819 * X + 29.51414538352578
0.6370255922561459,Gini coefficient,2015 Coefficient of human inequality,Y = 0.7697889045412101 * X + -9.381306818122287
0.6370255922561456,2015 Coefficient of human inequality,Gini coefficient,Y = 0.5271595924484647 * X + 28.007881935375337
0.636204648364079,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,2015 Inequality in income (%),Y = -0.782453359789 * X + 23.912609996693043
0.6362046483640789,2015 Inequality in income (%),2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.5172913497479386 * X + 12.295380845510401
0.6335867549808435,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Inequality in income (%),Y = 0.6444883739533235 * X + 10.509863136589942
0.6335867549808435,2015 Inequality in income (%),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 0.6228695385531169 * X + 6.046642046904298
0.6265975527135055,2015 Coefficient of human inequality,2015 Inequality in income (%),Y = 0.65075873548479 * X + 10.6567797304489
0.6265975527135054,2015 Inequality in income (%),2015 Coefficient of human inequality,Y = 0.6033334193724863 * X + 6.088377620083672
0.626320867302997,2015 Life expectancy at birth (Years),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 1439.8735800706613 * X + -85427.26663412702
0.6263208673029967,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Life expectancy at birth (Years),Y = 0.00027243907676945524 * X + 66.63728861828335
0.6253137988470076,2015 Gross national income (GNI) per capita (2011 PPP $),2010- 2015 Inequality in life expectancy (%),Y = -0.0004055387487392736 * X + 23.866408020443075
0.6253137988470073,2010- 2015 Inequality in life expectancy (%),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -964.1923200780648 * X + 33280.169988127134
0.6230108790532706,Gender Inequality,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -61910.395210922965 * X + 39913.354141860276
0.6230108790532706,2015 Gross national income (GNI) per capita (2011 PPP $),Gender Inequality,Y = -6.269424611107112e-06 * X + 0.47027540337637075
0.6214343266836597,2015 Inequality-adjusted income index (Value),2015 Inequality in income (%),Y = -38.591705068872955 * X + 43.85499096282547
0.6214343266836597,2015 Inequality in income (%),2015 Inequality-adjusted income index (Value),Y = -0.010006829749853495 * X + 0.7528140540584802
0.6206093994078157,Gender Inequality Index Rank,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -253.10864072804804 * X + 37871.80611200707
0.6206093994078156,2015 Gross national income (GNI) per capita (2011 PPP $),Gender Inequality Index Rank,Y = -0.0015217024022785516 * X + 106.75526511694278
0.6086060259218001,Gini coefficient,2015 Inequality-adjusted income index (Value),Y = -0.012272371504178411 * X + 0.9913575632115407
0.6086060259217999,2015 Inequality-adjusted income index (Value),Gini coefficient,Y = -30.181721166297642 * X + 54.37309215113843
0.6006064651793569,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Expected years of schooling (Years),Y = 9.118912461639558e-05 * X + 11.404676686145654
0.6006064651793569,2015 Expected years of schooling (Years),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 3955.823981562633 * X + -34046.64232232037
0.5920843262328433,2015 Mean years of schooling (Year),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 3644.462443137558 * X + -13194.962728776007
0.5920843262328432,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Mean years of schooling (Year),Y = 9.619082507783936e-05 * X + 6.705843999946718
0.5895334781613765,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality in education (%),Y = 0.21262465489155305 * X + 9.372248141421435
0.5895334781613765,2015 Inequality in education (%),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 1.634569246216127 * X + 18.044723891095796
0.5816541234747183,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Income inequality (Palma ratio),Y = 0.06099959627343514 * X + 0.7099099322302508
0.5816541234747182,Income inequality (Palma ratio),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 5.546291123609931 * X + 9.894675829251907
0.5730464673054708,Income inequality (Palma ratio),2015 Coefficient of human inequality,Y = 5.357105794593942 * X + 9.862013870432909
0.5730464673054706,2015 Coefficient of human inequality,Income inequality (Palma ratio),Y = 0.06129844477267245 * X + 0.7286852345660836
0.5481672699254351,Income inequality (Palma ratio),2015 Inequality-adjusted income index (Value),Y = -0.08555863543462945 * X + 0.6846390382224012
0.5481672699254351,2015 Inequality-adjusted income index (Value),Income inequality (Palma ratio),Y = -3.512063443871662 * X + 3.7936760339833673
0.5387916228459718,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Income inequality (Quintile ratio),Y = 0.2418346978326183 * X + 3.2050197345617084
0.5387916228459717,Income inequality (Quintile ratio),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 1.2003919017854083 * X + 10.988703014281578
0.5370696232769534,2015 Gross national income (GNI) per capita (2011 PPP $),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -0.0011448393793171926 * X + 67.16873964473766
0.5370696232769533,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -251.95130902894238 * X + 28921.15902282631
0.536417246888737,2015 Inequality-adjusted income index (Value),Labour force participation rate  (Male) 2015,Y = -26.532786309812906 * X + 87.00691509533547
0.5364172468887369,Labour force participation rate  (Male) 2015,2015 Inequality-adjusted income index (Value),Y = -0.010844826449805176 * X + 1.3088266066962557
0.5348302710622317,Gini coefficient,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.5297300235274547 * X + 20.610019859298973
0.5348302710622315,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Gini coefficient,Y = -0.5399796238464015 * X + 38.8645306132452
0.5312261005574431,Income inequality (Quintile ratio),2015 Coefficient of human inequality,Y = 1.160337051129803 * X + 10.911365060480751
0.531226100557443,2015 Coefficient of human inequality,Income inequality (Quintile ratio),Y = 0.2432062042995976 * X + 3.275628058889216
0.5266322371848616,Population with at least some secondary education (Female) 2005-2015,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 340.56822976458756 * X + -1979.737799574176
0.5266322371848615,2015 Gross national income (GNI) per capita (2011 PPP $),Population with at least some secondary education (Female) 2005-2015,Y = 0.0008143493403187981 * X + 44.69062425961227
0.5223783487391763,Income inequality (Quintile ratio),2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.9298593050493903 * X + 7.682248594359515
0.5223783487391762,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Income inequality (Quintile ratio),Y = -0.29346282577338356 * X + 8.23729571330542
0.5138110648821889,Labour force participation rate  (Male) 2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.011586940346657587 * X + 1.4094364808930007
0.5138110648821886,2015 Inequality-adjusted HDI (IHDI) Value,Labour force participation rate  (Male) 2015,Y = -22.78442820079982 * X + 86.06825025149068
0.5109576926743307,Gini coefficient,2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.011493730713195885 * X + 1.0073712243750792
0.5109576926743306,2015 Inequality-adjusted HDI (IHDI) Value,Gini coefficient,Y = -22.714797328889333 * X + 51.561790351535564
0.5042235298972423,Income inequality (Palma ratio),2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -3.840965894344637 * X + 7.638162923565354
0.5042235298972421,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Income inequality (Palma ratio),Y = -0.06619203999607881 * X + 1.9825372512498771
0.5033293263166042,Income inequality (Quintile ratio),2015 Inequality-adjusted income index (Value),Y = -0.018353618283084322 * X + 0.6664627656722251
0.5033293263166039,2015 Inequality-adjusted income index (Value),Income inequality (Quintile ratio),Y = -13.80329517715952 * X + 15.37232129829972
0.5006370943716575,Gini coefficient,Gender Inequality,Y = 0.011189284742997022 * X + -0.07744491773184756
0.5006370943716574,Gender Inequality,Gini coefficient,Y = 22.399778539710677 * X + 30.763178839863016
0.4991746635024835,Gini coefficient,Gender Inequality Index Rank,Y = 2.7279424070626153 * X + -26.25179399358811
0.4991746635024834,Gender Inequality Index Rank,Gini coefficient,Y = 0.09134186412356277 * X + 31.482957885311418
0.4970363103508325,Population with at least some secondary education (Male) 2005-2015,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 355.48776786496944 * X + -4269.249031939089
0.4970363103508322,2015 Gross national income (GNI) per capita (2011 PPP $),Population with at least some secondary education (Male) 2005-2015,Y = 0.0006949468199451754 * X + 50.816954359091845
0.49692225060927275,Labour force participation rate  (Male) 2015, 2015 Inequality-adjusted education index (Value),Y = -0.013567166741905685 * X + 1.5214632379938415
0.49692225060927275, 2015 Inequality-adjusted education index (Value),Labour force participation rate  (Male) 2015,Y = -18.200684626944383 * X + 82.89350820357673
0.4781686856999848,Labour force participation rate  (Male) 2015,Population with at least some secondary education (Male) 2005-2015,Y = -1.5650288746463545 * X + 178.80841161992865
0.47816868569998466,Population with at least some secondary education (Male) 2005-2015,Labour force participation rate  (Male) 2015,Y = -0.1460965325867993 * X + 82.96165572840722
0.4719222412516555,Labour force participation rate  (Male) 2015,2015 Coefficient of human inequality,Y = 0.5751700782556961 * X + -21.630951543487527
0.4719222412516555,2015 Coefficient of human inequality,Labour force participation rate  (Male) 2015,Y = 0.3872082540583378 * X + 65.35773237783282
0.4704188637858035,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -38.08250372766792 * X + 22948.598566633642
0.4704188637858034,2015 Gross national income (GNI) per capita (2011 PPP $),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -0.00581090752299331 * X + 263.3268831969403
0.4687249736104329,Labour force participation rate  (Male) 2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 0.5830793620532065 * X + -21.786770592971088
0.46872497361043275,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Labour force participation rate  (Male) 2015,Y = 0.37679793726956246 * X + 65.41173549737115
0.4641777060899632,Labour force participation rate  (Male) 2015,2015 Mean years of schooling (Year),Y = -0.17183839902552542 * X + 21.030066406923197
0.4641777060899632,2015 Mean years of schooling (Year),Labour force participation rate  (Male) 2015,Y = -1.2538579505675247 * X + 84.478377973869
0.46061583071147133,2015 Inequality-adjusted HDI (IHDI) Value,2015 Inequality in income (%),Y = -25.89613096522696 * X + 38.542581913518504
0.46061583071147133,2015 Inequality in income (%),2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.008192997779742188 * X + 0.7561101399383773
0.4593548243818696,Gender Inequality,Labour force participation rate  (Male) 2015,Y = 20.365269964733304 * X + 66.41379558582757
0.4593548243818695,Labour force participation rate  (Male) 2015,Gender Inequality,Y = 0.010361112572939276 * X + -0.4043760511881264
0.45332372543740473,Population with at least some secondary education (Male) 2005-2015,Gini coefficient,Y = -0.13637290450029377 * X + 47.34604182919613
0.4533237254374046,Gini coefficient,Population with at least some secondary education (Male) 2005-2015,Y = -1.506915180823206 * X + 121.69051787854401
0.4484006779360569,Labour force participation rate  (Male) 2015,Gender Inequality Index Rank,Y = 2.4643574083893336 * X + -101.81676454829652
0.4484006779360569,Gender Inequality Index Rank,Labour force participation rate  (Male) 2015,Y = 0.08158847709713027 * X + 67.2188678425035
0.4433202651386811,Population with at least some secondary education (Female) 2005-2015,Labour force participation rate  (Male) 2015,Y = -0.1224835065738698 * X + 80.97842239198981
0.44332026513868095,Labour force participation rate  (Male) 2015,Population with at least some secondary education (Female) 2005-2015,Y = -1.6045658960956222 * X + 177.76928404242383
0.4404386333286709,Income inequality (Palma ratio),2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.076645577172363 * X + 0.7134158472227504
0.4404386333286706,2015 Inequality-adjusted HDI (IHDI) Value,Income inequality (Palma ratio),Y = -2.5309508635075733 * X + 3.405618018241825
0.43405036804058283,Gini coefficient,2015 Inequality-adjusted life expectancy index Value,Y = -0.010140087511442386 * X + 1.0534084109101876
0.43405036804058267,2015 Inequality-adjusted life expectancy index Value,Gini coefficient,Y = -18.57969389155408 * X + 51.270388423647915
0.43291246339379846,Labour force participation rate  (Male) 2015,2015 Expected years of schooling (Years),Y = -0.1506035275892207 * X + 24.10217431708888
0.43291246339379846,2015 Expected years of schooling (Years),Labour force participation rate  (Male) 2015,Y = -1.2444144168579954 * X + 90.18021047803929
0.43280696800642016,Gender Inequality Index Rank,2015 Inequality in income (%),Y = 0.09561721193444396 * X + 16.10616672844541
0.43280696800642016,2015 Inequality in income (%),Gender Inequality Index Rank,Y = 1.9590810876533415 * X + 33.82666880111855
0.4301284337337587,2015 Inequality in income (%),Gender Inequality,Y = 0.00801396177649504 * X + 0.17062915823624164
0.43012843373375853,Gender Inequality,2015 Inequality in income (%),Y = 23.086018459545578 * X + 15.456438658214646
0.42595095098466734,Gini coefficient, 2015 Inequality-adjusted education index (Value),Y = -0.011446021141073268 * X + 0.9743739533425311
0.42595095098466734, 2015 Inequality-adjusted education index (Value),Gini coefficient,Y = -15.851291065126354 * X + 47.270564457117466
0.4192920886493877,2015 Life expectancy at birth (Years),Gini coefficient,Y = -0.4059639693410087 * X + 67.76482547946843
0.41929208864938733,Gini coefficient,2015 Life expectancy at birth (Years),Y = -0.43305778069257167 * X + 87.62986720941305
0.41695718089927436,2010- 2015 Inequality in life expectancy (%),Gini coefficient,Y = 0.2787635336241622 * X + 34.096991732541305
0.4169571808992737,Gini coefficient,2010- 2015 Inequality in life expectancy (%),Y = 0.6236586559340457 * X + -6.566405309491164
0.4162771001961641,Gender Inequality Index Rank,Income inequality (Palma ratio),Y = 0.009901077551036473 * X + 1.196450356376275
0.4162771001961638,Income inequality (Palma ratio),Gender Inequality Index Rank,Y = 17.501794451613623 * X + 44.719098188909825
0.41563526264728234,Income inequality (Palma ratio),Gender Inequality,Y = 0.07146758088575292 * X + 0.21429318727496793
0.41563526264728234,Gender Inequality,Income inequality (Palma ratio),Y = 2.4172172811058945 * X + 1.122283147926302
0.41504285162106547,2014HDI rank,Gini coefficient,Y = 0.0625854722628581 * X + 32.9184528077861
0.41504285162106536,Gini coefficient,2014HDI rank,Y = 2.7524050303280245 * X + -9.422778565629478
0.41261676023672267,Gini coefficient,HDI rank,Y = 2.7350309436882387 * X + -8.849100164987059
0.4126167602367225,HDI rank,Gini coefficient,Y = 0.06224887188978571 * X + 32.957995138630075
0.4110499752777652,Population with at least some secondary education (Female) 2005-2015,Gini coefficient,Y = -0.11233920726506191 * X + 45.30862902615402
0.4110499752777651,Gini coefficient,Population with at least some secondary education (Female) 2005-2015,Y = -1.5040348449067176 * X + 116.99919052042446
0.40958622886223867,Labour force participation rate  (Male) 2015,2015 Human Development Index (HDI) (Value),Y = -0.0075779659013429385 * X + 1.2567045957105927
0.40958622886223867,Labour force participation rate  (Male) 2015,2015 Human Development Index (HDI) ,Y = -0.0075779659013429385 * X + 1.2567045957105927
0.40958622886223867,2015 Human Development Index (HDI) (Value),Labour force participation rate  (Male) 2015,Y = -22.13798281196783 * X + 89.46364081121708
0.40958622886223867,2015 Human Development Index (HDI) ,Labour force participation rate  (Male) 2015,Y = -22.13798281196783 * X + 89.46364081121708
0.4092057976682275,Labour force participation rate  (Male) 2015,2014HDI rank,Y = 2.649440634507486 * X + -100.78514164872752
0.4092057976682273,2014HDI rank,Labour force participation rate  (Male) 2015,Y = 0.06320178782810236 * X + 68.03560911804898
0.4089293319766041,2015 Inequality in education (%),Labour force participation rate  (Male) 2015,Y = 0.22994318336132535 * X + 68.64901522955104
0.4089293319766038,Labour force participation rate  (Male) 2015,2015 Inequality in education (%),Y = 0.7272370335417221 * X + -33.07051875612998
0.4080801253168708,Labour force participation rate  (Male) 2015,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 1.9305979257893495 * X + -94.71342232130286
0.40808012531687055,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Labour force participation rate  (Male) 2015,Y = 0.08625793411155318 * X + 69.90373489366105
0.40678797661864413,Labour force participation rate  (Male) 2015,HDI rank,Y = 2.634604606522065 * X + -99.7087306365621
0.40678797661864347,HDI rank,Labour force participation rate  (Male) 2015,Y = 0.06280883951688578 * X + 68.07452945576777
0.40293133162166184,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,2015 GNI per capita rank minus HDI rank,Y = 0.7080506935513954 * X + 4.6104332119332065
0.4029313316216617,2015 GNI per capita rank minus HDI rank,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = 0.2292966583904922 * X + -1.0512992625015722
0.39393216009771787,Income inequality (Palma ratio),2015 Inequality-adjusted life expectancy index Value,Y = -0.07167615407041045 * X + 0.8005725679574561
0.39393216009771787,2015 Inequality-adjusted life expectancy index Value,Income inequality (Palma ratio),Y = -2.1650512471248544 * X + 3.421143198844228
0.3936841358918078,2015 Life expectancy at birth (Years),Income inequality (Palma ratio),Y = -0.04894034811112396 * X + 5.458771861810704
0.3936841358918076,Income inequality (Palma ratio),2015 Life expectancy at birth (Years),Y = -3.16685934683096 * X + 77.04315884887833
0.39158375764073206,Income inequality (Quintile ratio),2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.01592174755606072 * X + 0.6927894206701761
0.39158375764073206,2015 Inequality-adjusted HDI (IHDI) Value,Income inequality (Quintile ratio),Y = -9.630716647662558 * X + 13.665867157244035
0.3903788890731855,Gini coefficient,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 1.9407720687822512 * X + -25.00633623325702
0.39037888907318535,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Gini coefficient,Y = 0.07852322252846401 * X + 35.068157854297226
0.3892900223191522,2015 Gross national income (GNI) per capita (2011 PPP $),Gini coefficient,Y = -0.00022320731774726695 * X + 42.326644609653826
0.38929002231915205,Gini coefficient,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -678.950506671287 * X + 41167.59073293574
0.3825672027826599,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 GNI per capita rank minus HDI rank,Y = -0.5287988608522909 * X + 15.688364308112051
0.3825672027826599,2015 GNI per capita rank minus HDI rank,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.27677378958240795 * X + 22.295933639092997
0.38079867590179695,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.316540577691889 * X + 6.490917893606101
0.38079867590179695,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.4581012413192344 * X + 20.843431789279542
0.38037248371165,Gini coefficient,2015 Human Development Index (HDI) (Value),Y = -0.007238197416535413 * X + 0.9703989957419038
0.38037248371165,Gini coefficient,2015 Human Development Index (HDI) ,Y = -0.007238197416535413 * X + 0.9703989957419038
0.38037248371164983,2015 Human Development Index (HDI) (Value),Gini coefficient,Y = -19.98884778058806 * X + 52.802959997138636
0.38037248371164983,2015 Human Development Index (HDI) ,Gini coefficient,Y = -19.98884778058806 * X + 52.802959997138636
0.3799580520702444,Income inequality (Quintile ratio),Gender Inequality Index Rank,Y = 3.720374273168881 * X + 48.647404059131205
0.3799580520702443,Gender Inequality Index Rank,Income inequality (Quintile ratio),Y = 0.03880473058159478 * X + 5.189930538339904
0.379083123632813,Income inequality (Quintile ratio),Gender Inequality,Y = 0.015180359892899347 * X + 0.23042996051092313
0.3790831236328129,Gender Inequality,Income inequality (Quintile ratio),Y = 9.466443196147754 * X + 4.901821222171396
0.3773254043222602,2015 Coefficient of human inequality,2015 GNI per capita rank minus HDI rank,Y = -0.5324892728558369 * X + 15.539850608831184
0.3773254043222599,2015 GNI per capita rank minus HDI rank,2015 Coefficient of human inequality,Y = -0.2673752655774202 * X + 21.828347046136887
0.37722613354160484,Population with at least some secondary education (Male) 2005-2015,2015 Inequality in income (%),Y = -0.14120880286868104 * X + 32.6953179403045
0.37722613354160484,2015 Inequality in income (%),Population with at least some secondary education (Male) 2005-2015,Y = -1.0077243977422736 * X + 87.36561712314777
0.3767510446690427,Labour force participation rate  (Male) 2015,Labour force participation rate (Female) 2015,Y = 0.712840557031543 * X + -0.24456444952396364
0.3767510446690424,Labour force participation rate (Female) 2015,Labour force participation rate  (Male) 2015,Y = 0.19912075464715065 * X + 63.603848744394796
0.3733389928223543,2015 Inequality in education (%),2015 GNI per capita rank minus HDI rank,Y = -0.3803690336802418 * X + 12.397416452858343
0.3733389928223541,2015 GNI per capita rank minus HDI rank,2015 Inequality in education (%),Y = -0.36643888229550736 * X + 21.957527994484618
0.37229744740599174,Gini coefficient,2015 Mean years of schooling (Year),Y = -0.14254511790851504 * X + 13.823977189026918
0.37229744740599163,2015 Mean years of schooling (Year),Gini coefficient,Y = -0.9723615328163758 * X + 47.085085746827254
0.3712213775384115,Labour force participation rate  (Male) 2015,2010- 2015 Inequality in life expectancy (%),Y = 0.5335909988104857 * X + -22.420058688298838
